DATE,HOLIDAY,WEEKDAY,WEATHERSIT,TEMP,ATEMP,HUMIDITY,WINDSPEED,CASUAL,REGISTERED
4/11/2012,NO,YES,1,8,5,49,20,482,4380
4/12/2012,NO,YES,1,12,12,39.5,19,663,4746
4/13/2012,NO,YES,1,13,13,39.5,11,1252,5146
4/14/2012,NO,NO,1,18,18,52,11,2795,4665
4/15/2012,NO,NO,1,22.5,22.5,51,17,2846,4286
4/16/2012,YES,YES,1,24.5,24.5,55.5,17,1198,5172
4/17/2012,NO,YES,1,21,21,32.5,17,989,5702
4/18/2012,NO,YES,2,14,14,55,13,347,4020
4/19/2012,NO,YES,1,16.5,16.5,61,6,846,5719
4/20/2012,NO,YES,1,17.5,17.5,70.5,13,1340,5950
4/21/2012,NO,NO,1,17,17,77.5,18,2541,4083
4/22/2012,NO,NO,3,10,7,82,23,120,907
4/23/2012,NO,YES,2,7,4,76,22,195,3019
4/24/2012,NO,YES,1,13,13,37,16,518,5115
4/25/2012,NO,YES,1,16.5,16.5,46.5,6,655,5541
4/26/2012,NO,YES,2,16,16,80,12,475,4551
4/27/2012,NO,YES,1,13,13,38,23,1014,5219
4/28/2012,NO,NO,2,10,8.5,46.5,9,1120,3100
4/29/2012,NO,NO,1,14.5,14.5,55,9,2229,4075
4/30/2012,NO,YES,2,13,13,56,11,665,4907
5/1/2012,NO,YES,2,22.5,22.5,65,9,653,5087
5/2/2012,NO,YES,1,19,19,83,12,667,5502
5/3/2012,NO,YES,2,20,20,78,9,764,5657
5/4/2012,NO,YES,1,21.5,21.5,78,8,1069,5227
5/5/2012,NO,NO,2,21,21,78,9,2496,4387
5/6/2012,NO,NO,2,18.5,18.5,75,11,2135,4224
5/7/2012,NO,YES,2,18,18,62,15,1008,5265
5/8/2012,NO,YES,2,21,21,69,19,738,4990
5/9/2012,NO,YES,2,19,19,80,13,620,4097
5/10/2012,NO,YES,1,16,16,49,23,1026,5546
5/11/2012,NO,YES,1,18.5,18.5,36,17,1319,5711
5/12/2012,NO,NO,1,19.5,19.5,49,9,2622,4807
5/13/2012,NO,NO,1,22,22,57,14,2172,3946
5/14/2012,NO,YES,2,20,20,83,15,342,2501
5/15/2012,NO,YES,2,21.5,21.5,78,9,625,4490
5/16/2012,NO,YES,1,23,23,74,9,991,6433
5/17/2012,NO,YES,1,21,21,49,13,1242,6142
5/18/2012,NO,YES,1,20,20,47.5,9,1521,6118
5/19/2012,NO,NO,1,21.5,21,45,6,3410,4884
5/20/2012,NO,NO,1,23,23,52,22,2704,4425
5/21/2012,NO,YES,2,21,21,83,17,630,3729
5/22/2012,NO,YES,2,22,22,78,7,819,5254
5/23/2012,NO,YES,2,22,22,83,7,766,4494
5/24/2012,NO,YES,1,23,23,73,11,1059,5711
5/25/2012,NO,YES,1,24.5,25.5,78.5,9,1417,5317
5/26/2012,NO,NO,1,26,27,74,13,2855,3681
5/27/2012,NO,NO,1,24,24.5,74,15,3283,3308
5/28/2012,YES,YES,1,27,29,66,11,2557,3486
5/29/2012,NO,YES,1,26,28,70,20,880,4863
5/30/2012,NO,YES,2,23,24,69,9,745,6110
5/31/2012,NO,YES,1,24,24,47,13,1100,6238
6/1/2012,NO,YES,2,23,23,78,15,533,3594
6/2/2012,NO,NO,1,20,20,49,13,2795,5325
6/3/2012,NO,NO,1,22,21,45,12,2494,5147
6/4/2012,NO,YES,1,21,21,46.5,20,1071,5927
6/5/2012,NO,YES,2,18,18,56,13,968,6033
6/6/2012,NO,YES,1,18,18,68,6,1027,6028
6/7/2012,NO,YES,1,21,21,49.5,11,1038,6456
6/8/2012,NO,YES,1,24.5,24.5,44.5,11,1488,6248
6/9/2012,NO,NO,1,26,26.5,50.5,11,2708,4790
6/10/2012,NO,NO,1,27,28,58,8,2224,4374
6/11/2012,NO,YES,2,27,28,58,13,1017,5647
6/12/2012,NO,YES,2,24,25,88,13,477,4495
6/13/2012,NO,YES,1,23,23,51.5,26,1173,6248
6/14/2012,NO,YES,1,23,23,57,17,1180,6183
6/15/2012,NO,YES,1,23,23,53,11,1563,6102
6/16/2012,NO,NO,1,22.5,22.5,51.5,12,2963,4739
6/17/2012,NO,NO,1,20.5,20.5,58.5,11,2634,4344
6/18/2012,NO,YES,2,19.5,19.5,78,12,653,4446
6/19/2012,NO,YES,1,26,27.5,74,9,968,5857
6/20/2012,NO,YES,1,32,33,52,7,872,5339
6/21/2012,NO,YES,1,31.5,35,53.5,8,778,5127
6/22/2012,NO,YES,1,29,32,58,11,964,4859
6/23/2012,NO,NO,1,28,28,45.5,13,2657,4801
6/24/2012,NO,NO,1,29,29,51,9,2551,4340
6/25/2012,NO,YES,1,26,27,45,20,1139,5640
6/26/2012,NO,YES,1,22.5,21.5,35.5,24,1077,6365
6/27/2012,NO,YES,1,26.5,26.5,38,19.5,1077,6258
6/28/2012,NO,YES,1,28,28,48,11,921,5958
6/29/2012,NO,YES,1,33,38.5,52,13,829,4634
6/30/2012,NO,NO,1,30,33,62,10,1455,4232
7/1/2012,NO,NO,1,32,33,44,9,1421,4110
7/2/2012,NO,YES,1,29,30,51,13,904,5323
7/3/2012,NO,YES,1,28.5,30,54.5,9,1052,5608
7/4/2012,YES,YES,1,31.5,32.5,51.5,9,2562,4841
7/5/2012,NO,YES,1,33,36,47.5,14,1405,4836
7/6/2012,NO,YES,1,32,33.5,39.5,9,1366,4841
7/7/2012,NO,NO,1,34,38.5,46.5,11,1448,3392
7/8/2012,NO,NO,1,31,36,59,7,1203,3469
7/9/2012,NO,YES,2,26,28,65,11,998,5571
7/10/2012,NO,YES,2,26,27,74,9,954,5336
7/11/2012,NO,YES,1,27,28,58,10,975,6289
7/12/2012,NO,YES,1,27,27,51,9,1032,6414
7/13/2012,NO,YES,2,28,28,48,7,1511,5988
7/14/2012,NO,NO,2,26,28,74,7,2355,4614
7/15/2012,NO,NO,1,27,30,79,9,1920,4111
7/16/2012,NO,YES,1,29,31.5,64,8,1088,5742
7/17/2012,NO,YES,1,32,34,50.5,8,921,5865
7/18/2012,NO,YES,1,29,31,62,9,799,4914
7/19/2012,NO,YES,1,29,31,58,9,888,5703
7/20/2012,NO,YES,2,24,25,83.5,11,747,5123
7/21/2012,NO,NO,3,21,21,88,17,1264,3195
7/22/2012,NO,NO,2,24,24,74,7,2544,4866
7/23/2012,NO,YES,1,28.5,31,62,9,1135,5831
7/24/2012,NO,YES,1,28,30.5,64,14,1140,6452
7/25/2012,NO,YES,1,27,27,41,11,1383,6790
7/26/2012,NO,YES,1,27.5,30,65.5,17,1036,5825
7/27/2012,NO,YES,1,30,33,59,10,1259,5645
7/28/2012,NO,NO,1,28,30,66,11,2234,4451
7/29/2012,NO,NO,1,27,28.5,65.5,11,2153,4444
7/30/2012,NO,YES,1,27,29,70,11,1040,6065
7/31/2012,NO,YES,1,26,27.5,72,11,968,6248
8/1/2012,NO,YES,1,27,29,70,9,1074,6506
8/2/2012,NO,YES,1,29,32,66,8,983,6278
8/3/2012,NO,YES,2,29,32.5,66,15,1328,5847
8/4/2012,NO,NO,1,30.5,34.5,62.5,17,2345,4479
8/5/2012,NO,NO,1,28,31,70,17,1707,3757
8/6/2012,NO,YES,2,28,31,70,9,1233,5780
8/7/2012,NO,YES,2,27,30,70,9,1278,5995
8/8/2012,NO,YES,2,28,30.5,66,8,1263,6271
8/9/2012,NO,YES,1,27,29,58,11,1196,6090
8/10/2012,NO,YES,2,27,29,70,19,1065,4721
8/11/2012,NO,NO,2,24,25,78,13,2247,4052
8/12/2012,NO,NO,1,26,26,51,9,2182,4362
8/13/2012,NO,YES,1,27.5,28.5,60,7,1207,5676
8/14/2012,NO,YES,1,27,29,70,13,1128,5656
8/15/2012,NO,YES,1,26,27,61,13,1198,6149
8/16/2012,NO,YES,1,27.5,28,49.5,11,1338,6267
8/17/2012,NO,YES,1,25.5,26,58,14,1483,5665
8/18/2012,NO,NO,1,24,24,61,13,2827,5038
8/19/2012,NO,NO,2,23,23,73,7,1208,3341
8/20/2012,NO,YES,2,22,22,78,8,1026,5504
8/21/2012,NO,YES,1,23,23,74,3,1081,5925
8/22/2012,NO,YES,1,23,23.5,74,0,1094,6281
8/23/2012,NO,YES,1,26,27,61,6,1363,6402
8/24/2012,NO,YES,2,26,27,61.5,3,1325,6257
8/25/2012,NO,NO,2,24,24,74,18,1829,4224
8/26/2012,NO,NO,2,23,24,89,15,1483,3772
8/27/2012,NO,YES,1,27,29,74,9,989,5928
8/28/2012,NO,YES,1,26.5,27.5,56,12,935,6105
8/29/2012,NO,YES,1,24.5,24.5,54,9,1177,6520
8/30/2012,NO,YES,1,26.5,27.5,61.5,6.5,1172,6541
8/31/2012,NO,YES,1,29,31,62,11,1433,5917
9/1/2012,NO,NO,2,29,31,60,8,2352,3788
9/2/2012,NO,NO,2,26,27.5,84,6,2613,3197
9/3/2012,YES,YES,1,26,28,83,9,1965,4069
9/4/2012,NO,YES,1,28,31,74,17,867,5997
9/5/2012,NO,YES,1,27,30,74,13,832,6280
9/6/2012,NO,YES,2,26,28,84,10,611,5592
9/7/2012,NO,YES,1,26,28,74,9,1045,6459
9/8/2012,NO,NO,2,24,25,88,17,1557,4419
9/9/2012,NO,NO,1,21.5,21,50.5,17,2570,5657
9/10/2012,NO,YES,1,21,21,50,19,1118,6407
9/11/2012,NO,YES,1,19.5,19.5,57.5,7,1070,6697
9/12/2012,NO,YES,1,21,21,62.5,9,1050,6820
9/13/2012,NO,YES,1,21.5,21.5,67,6,1054,6750
9/14/2012,NO,YES,1,22,22,73,7,1379,6630
9/15/2012,NO,NO,1,21,21,46,18,3160,5554
9/16/2012,NO,NO,1,20.5,20.5,58.5,7,2166,5167
9/17/2012,NO,YES,2,22,22,73,11,1022,5847
9/18/2012,NO,YES,2,22,23,88,21,371,3702
9/19/2012,NO,YES,1,18,18,59,17,788,6803
9/20/2012,NO,YES,1,19,19,63.5,7,939,6781
9/21/2012,NO,YES,1,21,21,69,12,1250,6917
9/22/2012,NO,NO,1,23,23,58,19,2512,5883
9/23/2012,NO,NO,1,17,17,47.5,16,2454,5453
9/24/2012,NO,YES,1,16.5,16.5,52,9,1001,6435
9/25/2012,NO,YES,1,21,21,57,17,845,6693
9/26/2012,NO,YES,1,22,22,64,17,787,6946
9/27/2012,NO,YES,2,21,21,78,6,751,6642
9/28/2012,NO,YES,2,21.9,22.5,68.6,10.72,1045,6370
9/29/2012,NO,NO,1,17.9,18.3,55.6,14.56,2589,5966
9/30/2012,NO,NO,1,17.3,17.8,57.9,10.4,2015,4874
10/1/2012,NO,YES,2,17.1,16.9,65.1,6.24,763,6015
10/2/2012,NO,YES,3,20.9,20.3,89.5,7.52,315,4324
10/3/2012,NO,YES,2,23.3,24.2,83,4.64,728,6844
10/4/2012,NO,YES,2,23.7,23.9,73.3,8,891,6437
10/5/2012,NO,YES,1,21.8,22.2,62.5,7.36,1516,6640
10/6/2012,NO,NO,1,18.7,19.2,66.1,17.76,3031,4934
10/7/2012,NO,NO,2,11.6,11.1,73.2,10.08,781,2729
10/8/2012,YES,YES,2,10.1,9.7,71.8,12.64,874,4604
10/9/2012,NO,YES,2,12.8,13.3,77.1,12.96,601,5791
10/10/2012,NO,YES,1,16,17.2,69.6,10.4,780,6911
10/11/2012,NO,YES,1,12.9,13.3,45.6,12.96,834,6736
10/12/2012,NO,YES,1,12.9,13.6,54,15.68,1060,6222
10/13/2012,NO,NO,1,10.6,10.6,50,10.88,2252,4857
10/14/2012,NO,NO,1,17.2,17.5,63.6,18.4,2080,4559
10/15/2012,NO,YES,2,19.4,18.1,71.6,18.72,760,5115
10/16/2012,NO,YES,1,14.4,14.4,55.8,12,922,6612
10/17/2012,NO,YES,1,14,14.7,68.3,6.72,979,6482
10/18/2012,NO,YES,2,16.9,16.9,72.8,15.68,1008,6501
10/19/2012,NO,YES,2,19.3,19.2,82.1,9.28,753,4671
10/20/2012,NO,NO,1,15.3,15.3,57.2,8.8,2806,5284
10/21/2012,NO,NO,1,14.2,14.4,51.1,11.04,2132,4692
10/22/2012,NO,YES,1,15.6,15.8,55.3,5.92,830,6228
10/23/2012,NO,YES,1,18.7,18.1,62.9,6.08,841,6625
10/24/2012,NO,YES,1,20.4,21.7,63.4,4.8,795,6898
10/25/2012,NO,YES,2,18.2,19.4,81.4,9.28,875,6484
10/26/2012,NO,YES,2,18.2,19.2,81.4,9.28,1182,6262
10/27/2012,NO,NO,2,17.3,18.1,72.2,15.84,2643,5209
10/28/2012,NO,NO,2,14.7,14.4,69.3,26.88,998,3461
10/29/2012,NO,YES,3,10.6,10.6,84.5,40.16,2,20
10/30/2012,NO,YES,2,6.3,6.7,85.6,21.12,87,1009
10/31/2012,NO,YES,2,8.8,8.9,68.7,10.88,419,5147
11/1/2012,NO,YES,2,9.3,8.6,57.8,10.24,466,5520
11/2/2012,NO,YES,1,8.8,8.9,52.2,18.4,618,5229
11/3/2012,NO,NO,2,8.2,8.1,50,18.24,1029,4109
11/4/2012,NO,NO,1,7.2,7.5,54.1,12.32,1201,3906
11/5/2012,NO,YES,1,6.8,6.7,49.6,15.52,378,4881
11/6/2012,NO,YES,1,5.1,5,57.3,12,466,5220
11/7/2012,NO,YES,2,5.7,5.6,55.7,20.32,326,4709
11/8/2012,NO,YES,1,8.4,9.2,34.6,23.84,340,4975
11/9/2012,NO,YES,1,9.1,8.9,55.8,13.76,709,5283
11/10/2012,NO,NO,1,10.5,10.6,64.9,3.84,2090,4446
11/11/2012,NO,NO,1,12.2,13.6,66,8.64,2290,4562
11/12/2012,YES,YES,1,15.6,15.6,74.3,12.32,1097,5172
11/13/2012,NO,YES,2,7.8,8.9,69.9,22.88,327,3767
11/14/2012,NO,YES,1,5.4,5.6,56,12.96,373,5122
11/15/2012,NO,YES,2,7.1,6.9,61.9,10.24,320,5125
11/16/2012,NO,YES,1,8.2,8.9,52.7,11.52,484,5214
11/17/2012,NO,NO,1,7.3,7.2,54.9,12,1313,4316
11/18/2012,NO,NO,1,8.2,8.3,69.7,15.36,922,3747
11/19/2012,NO,YES,2,9.9,10.3,62.9,15.04,449,5050
11/20/2012,NO,YES,2,9.7,10.6,69.2,5.44,534,5100
11/21/2012,NO,YES,1,8.7,9.2,61.3,7.2,615,4531
11/22/2012,YES,YES,1,7.9,8.6,58.4,3.52,955,1470
11/23/2012,NO,YES,1,9.7,9.2,55.9,10.72,1603,2307
11/24/2012,NO,NO,1,4.6,5.3,41.1,24.64,532,1745
11/25/2012,NO,NO,1,3.2,3.6,48.8,9.76,309,2115
11/26/2012,NO,YES,1,6.9,6.7,53.6,3.36,337,4750
11/27/2012,NO,YES,2,5.5,5,80.1,16.48,123,3836
11/28/2012,NO,YES,1,5.8,6.1,49.8,13.6,198,5062
11/29/2012,NO,YES,1,7,5.5,46.5,10,243,5080
11/30/2012,NO,YES,1,2,2,76,0,362,5306
12/1/2012,NO,NO,2,5.7,5,81.9,4.8,951,4240
12/2/2012,NO,NO,2,12,12,82,9,892,3757
12/3/2012,NO,YES,1,15.5,15.5,72.5,7,555,5679
12/4/2012,NO,YES,1,15,15,68,13,551,6055
12/5/2012,NO,YES,1,13,13,47,19,331,5398
12/6/2012,NO,YES,1,3,2.5,52,12,340,5035
12/7/2012,NO,YES,2,7.5,5.5,76,9,349,4659
12/8/2012,NO,NO,2,10,9.5,94,7,1153,4429
12/9/2012,NO,NO,2,11,11,88,9,441,2787
12/10/2012,NO,YES,2,13,13,94,15,329,4841
12/11/2012,NO,YES,2,8,5,60,21,282,5219
12/12/2012,NO,YES,2,6,3,55,14,310,5009
12/13/2012,NO,YES,1,5,4,53,13,425,5107
12/14/2012,NO,YES,1,5,4,70,7,429,5182
12/15/2012,NO,NO,1,9,7,62,7,767,4280
12/16/2012,NO,NO,2,9,8,87,7,538,3248
12/17/2012,NO,YES,2,11,11,91,7,212,4373
12/18/2012,NO,YES,1,11.5,11.5,62,14,433,5124
12/19/2012,NO,YES,1,7,5,62,9,333,4934
12/20/2012,NO,YES,2,8,6,71,11,314,3814
12/21/2012,NO,YES,2,7,3,45,26,221,3402
12/22/2012,NO,NO,1,4,1,45,28,205,1544
12/23/2012,NO,NO,1,3,3,51,9,408,1379
12/24/2012,NO,YES,2,3,1,80,6,174,746
12/25/2012,YES,YES,2,5.5,3.5,73.5,11,440,573
12/26/2012,NO,YES,3,2.5,3,87,22,9,432
12/27/2012,NO,YES,2,3,1,60,21,247,1867
12/28/2012,NO,YES,2,3,1,60,9,644,2451
12/29/2012,NO,NO,2,3,2,75,6,159,1182
12/30/2012,NO,NO,1,4,1,51,24,364,1432
12/31/2012,NO,YES,2,3,2,59,11,439,2290
